algorithm,parallel,delta,graph_size,graph_density,n_threads,time,n_repeat
ParallelDeltaStepping,1,8,10000,0.7,24,207.566,0
ParallelDeltaStepping,1,1,10000,0.7,25,137.678,0
ParallelDeltaStepping,1,2,10000,0.7,25,191.062,0
ParallelDeltaStepping,1,4,10000,0.7,25,226.582,0
ParallelDeltaStepping,1,6,10000,0.7,25,238.041,0
ParallelDeltaStepping,1,8,10000,0.7,25,207.067,0
DeltaStepping,0,1,10000,0.3,1,1307.02,1
DeltaStepping,0,2,10000,0.3,1,1486.24,1
DeltaStepping,0,4,10000,0.3,1,1828.12,1
DeltaStepping,0,6,10000,0.3,1,2138.88,1
DeltaStepping,0,8,10000,0.3,1,2242.8,1
DijkstraSequential,0,-1,10000,0.3,1,492.515,1
ParallelDeltaStepping,1,1,10000,0.3,2,245.61,1
ParallelDeltaStepping,1,2,10000,0.3,2,287,1
ParallelDeltaStepping,1,4,10000,0.3,2,390.506,1
ParallelDeltaStepping,1,6,10000,0.3,2,453.476,1
ParallelDeltaStepping,1,8,10000,0.3,2,484.39,1
ParallelDeltaStepping,1,1,10000,0.3,4,151.694,1
ParallelDeltaStepping,1,2,10000,0.3,4,194.306,1
ParallelDeltaStepping,1,4,10000,0.3,4,234.957,1
ParallelDeltaStepping,1,6,10000,0.3,4,266.165,1
ParallelDeltaStepping,1,8,10000,0.3,4,294.493,1
ParallelDeltaStepping,1,1,10000,0.3,8,126.26,1
ParallelDeltaStepping,1,2,10000,0.3,8,130.265,1
ParallelDeltaStepping,1,4,10000,0.3,8,182.917,1
ParallelDeltaStepping,1,6,10000,0.3,8,198.382,1
ParallelDeltaStepping,1,8,10000,0.3,8,204.852,1
ParallelDeltaStepping,1,1,10000,0.3,12,99.968,1
ParallelDeltaStepping,1,2,10000,0.3,12,130.043,1
ParallelDeltaStepping,1,4,10000,0.3,12,152.801,1
ParallelDeltaStepping,1,6,10000,0.3,12,179.43,1
ParallelDeltaStepping,1,8,10000,0.3,12,177.033,1
ParallelDeltaStepping,1,1,10000,0.3,16,92.03,1
ParallelDeltaStepping,1,2,10000,0.3,16,110.092,1
ParallelDeltaStepping,1,4,10000,0.3,16,140.589,1
ParallelDeltaStepping,1,6,10000,0.3,16,166.475,1
ParallelDeltaStepping,1,8,10000,0.3,16,202.049,1
ParallelDeltaStepping,1,1,10000,0.3,20,88.176,1
ParallelDeltaStepping,1,2,10000,0.3,20,106.299,1
ParallelDeltaStepping,1,4,10000,0.3,20,137.575,1
ParallelDeltaStepping,1,6,10000,0.3,20,144.458,1
ParallelDeltaStepping,1,8,10000,0.3,20,176.847,1
ParallelDeltaStepping,1,1,10000,0.3,24,81.323,1
ParallelDeltaStepping,1,2,10000,0.3,24,93.982,1
ParallelDeltaStepping,1,4,10000,0.3,24,134.122,1
ParallelDeltaStepping,1,6,10000,0.3,24,157.792,1
ParallelDeltaStepping,1,8,10000,0.3,24,165.819,1
ParallelDeltaStepping,1,1,10000,0.3,25,77.154,1
ParallelDeltaStepping,1,2,10000,0.3,25,89.691,1
